com,Part_grave,age_moyen,Part_homme,mod_mois,mod_jour,Part_surf_degradee,Part_lum_degradee,Part_atm_degradee,Part_agglo,Part_secu,mod_int,mod_int,mod_col,mod_catr,circ,mod_plan,mod_situ,mod_trajet,mod_choc
89281,100.0,13.0,100.0,juillet,vendredi,0.0,0.0,0.0,100.0,0.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Non renseigné,Sur chaussée,Non renseigné,Avant
89287,75.0,34.5,100.0,juin,samedi,25.0,50.0,25.0,100.0,100.0,Autre intersection,Autre intersection,Autre collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Aucun
89306,100.0,37.0,100.0,decembre,samedi,0.0,100.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur accotement,Domicile - travail,Côté gauche
89309,33.33333333333333,29.0,66.66666666666666,juin,samedi,0.0,0.0,0.0,66.66666666666666,66.66666666666666,Hors intersection,Hors intersection,Deux véhicules - frontale,Voie communale,Bidirectionnelle,Partie rectiligne,Autre,Promenade - loisirs,Côté gauche
89337,66.66666666666666,39.0,33.33333333333333,avril,vendredi,0.0,0.0,0.0,0.0,33.33333333333333,Hors intersection,Hors intersection,Trois véhicules et plus - en chaîne,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Arrière
89347,100.0,62.0,100.0,juillet,jeudi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Arrière
89348,0.0,15.333333333333334,33.33333333333333,mai,dimanche,0.0,0.0,0.0,0.0,0.0,Hors intersection,Hors intersection,Trois véhicules et plus - en chaîne,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
89364,100.0,18.0,100.0,juillet,samedi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant
89368,100.0,11.0,100.0,avril,dimanche,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur accotement,Promenade - loisirs,Avant
89399,100.0,37.5,100.0,juin,lundi,0.0,0.0,0.0,50.0,50.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,A sens unique,Partie rectiligne,Autre,Utilisation professionnelle,Avant
89404,0.0,52.0,100.0,fevrier,dimanche,0.0,0.0,100.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
90008,15.384615384615385,39.53846153846154,84.61538461538461,juin,lundi,23.076923076923077,23.076923076923077,38.46153846153847,84.61538461538461,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Avant
90016,33.33333333333333,38.666666666666664,100.0,aout,mardi,0.0,0.0,0.0,100.0,100.0,Intersection en T,Intersection en T,Trois véhicules et plus - collisions multiples,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
90032,12.5,23.25,100.0,septembre,vendredi,12.5,0.0,0.0,87.5,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Non renseigné,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
90034,100.0,24.0,100.0,avril,dimanche,100.0,100.0,100.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
90035,100.0,83.0,100.0,septembre,lundi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Non renseigné,Sur chaussée,Courses - achats,Côté gauche
90039,0.0,39.5,100.0,octobre,samedi,50.0,50.0,50.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
90046,100.0,7.0,0.0,octobre,mercredi,0.0,0.0,0.0,100.0,0.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
90054,100.0,55.0,100.0,juin,mardi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Aucun
90058,100.0,38.0,50.0,octobre,dimanche,50.0,0.0,50.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur piste cyclable,Promenade - loisirs,Côté gauche
90091,100.0,73.0,0.0,mars,dimanche,0.0,0.0,0.0,0.0,100.0,Giratoire,Giratoire,Deux véhicules - par le côté,Route départementale,Non renseigné,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
90095,100.0,65.0,100.0,novembre,lundi,0.0,100.0,100.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
90099,8.0,35.76,60.0,juin,mardi,8.0,4.0,8.0,96.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
9079,100.0,57.0,100.0,juillet,dimanche,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
9108,100.0,38.0,50.0,octobre,vendredi,0.0,0.0,0.0,50.0,50.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,"""En """"S""""""",Sur chaussée,Promenade - loisirs,Aucun
91099,0.0,66.0,100.0,mai,samedi,0.0,0.0,0.0,0.0,0.0,Hors intersection,Hors intersection,Trois véhicules et plus - collisions multiples,Route départementale,Bidirectionnelle,Partie rectiligne,Sur accotement,Promenade - loisirs,Aucun
91105,50.0,50.0,100.0,avril,mercredi,0.0,50.0,0.0,50.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Aucun
91115,66.66666666666666,32.666666666666664,66.66666666666666,septembre,jeudi,0.0,0.0,0.0,100.0,0.0,Hors intersection,Hors intersection,Trois véhicules et plus - collisions multiples,Route départementale,Bidirectionnelle,"""En """"S""""""",Sur piste cyclable,Domicile - école,Avant
91161,50.0,41.5,92.85714285714286,juin,lundi,7.142857142857142,21.428571428571427,7.142857142857142,92.85714285714286,78.57142857142857,Intersection en X,Intersection en X,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Avant
91191,20.0,42.0,70.0,mai,jeudi,0.0,0.0,0.0,80.0,100.0,Hors intersection,Hors intersection,Autre collision,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
91201,17.142857142857142,29.37142857142857,80.0,mai,vendredi,0.0,20.0,5.714285714285714,100.0,94.28571428571428,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
91225,0.0,20.0,100.0,mai,mardi,100.0,100.0,100.0,100.0,100.0,Giratoire,Giratoire,Deux véhicules - par le côté,Route départementale,A sens unique,En courbe à gauche,Sur chaussée,Domicile - école,Avant
91318,0.0,61.0,100.0,fevrier,mercredi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté droit
91330,50.0,48.5,100.0,juillet,samedi,0.0,0.0,0.0,100.0,50.0,Giratoire,Giratoire,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Autres,Promenade - loisirs,Avant
91338,25.0,37.5,50.0,juin,lundi,25.0,50.0,25.0,25.0,75.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Arrière
91377,42.10526315789473,46.05263157894737,89.47368421052632,juin,samedi,0.0,15.789473684210526,10.526315789473683,63.1578947368421,94.73684210526315,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
91433,37.5,46.5,87.5,octobre,mercredi,0.0,0.0,0.0,75.0,87.5,Hors intersection,Hors intersection,Sans collision,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Aucun
91461,60.0,16.4,100.0,juin,vendredi,0.0,20.0,20.0,100.0,60.0,Hors intersection,Hors intersection,Autre collision,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - école,Avant
91469,50.0,54.0,100.0,octobre,vendredi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Sans collision,Voie communale,Bidirectionnelle,"""En """"S""""""",Sur chaussée,Utilisation professionnelle,Aucun
91479,25.0,34.25,25.0,octobre,samedi,0.0,0.0,0.0,50.0,100.0,Hors intersection,Hors intersection,Autre collision,Autre,Bidirectionnelle,Partie rectiligne,Sur piste cyclable,Domicile - travail,Avant
91552,0.0,34.666666666666664,66.66666666666666,juin,jeudi,0.0,0.0,16.666666666666664,83.33333333333334,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
9157,100.0,62.0,100.0,juin,mercredi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,A sens unique,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant droit
91577,100.0,64.0,100.0,septembre,dimanche,0.0,0.0,0.0,50.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,En courbe à gauche,Autre,Non renseigné,Avant
91579,66.66666666666666,53.333333333333336,100.0,mars,samedi,0.0,33.33333333333333,66.66666666666666,33.33333333333333,66.66666666666666,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
9161,100.0,59.0,100.0,juin,vendredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Voie communale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant
91630,100.0,65.0,100.0,mars,mercredi,0.0,0.0,0.0,100.0,0.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Non renseigné,Autre,Promenade - loisirs,Avant
91648,66.66666666666666,54.0,100.0,aout,vendredi,0.0,33.33333333333333,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière gauche
91659,0.0,13.0,100.0,aout,vendredi,0.0,100.0,0.0,100.0,0.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
91679,66.66666666666666,59.333333333333336,100.0,juillet,mardi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
91689,50.0,49.333333333333336,100.0,octobre,dimanche,0.0,16.666666666666664,16.666666666666664,50.0,100.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur piste cyclable,Non renseigné,Avant
9181,75.0,45.5,100.0,juin,mercredi,25.0,25.0,0.0,25.0,75.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté droit
92004,10.15625,34.9296875,71.09375,juin,mercredi,10.9375,18.75,12.5,98.4375,98.4375,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Avant
92014,17.647058823529413,44.1764705882353,70.58823529411765,janvier,vendredi,5.88235294117647,23.52941176470588,0.0,100.0,100.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
92024,12.345679012345679,36.888888888888886,59.25925925925925,juin,mercredi,8.641975308641975,18.51851851851852,6.172839506172839,97.53086419753086,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,A sens unique,Partie rectiligne,Sur chaussée,Domicile - travail,Avant
92036,15.853658536585366,35.69512195121951,81.70731707317073,septembre,lundi,9.75609756097561,21.951219512195124,9.75609756097561,97.5609756097561,100.0,Hors intersection,Hors intersection,Autre collision,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
92048,5.084745762711865,37.83050847457627,81.35593220338984,octobre,vendredi,3.389830508474576,11.864406779661017,5.084745762711865,89.83050847457628,98.30508474576271,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
92071,18.181818181818183,35.90909090909091,77.27272727272727,septembre,dimanche,4.545454545454546,18.181818181818183,0.0,100.0,90.9090909090909,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
92077,0.0,40.3125,87.5,novembre,samedi,12.5,31.25,12.5,100.0,100.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
92078,8.333333333333332,45.416666666666664,75.0,mai,samedi,8.333333333333332,16.666666666666664,0.0,100.0,91.66666666666666,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Côté gauche
9245,100.0,72.0,100.0,octobre,jeudi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,"""En """"S""""""",Sur chaussée,Promenade - loisirs,Avant
9257,0.0,8.0,100.0,mai,dimanche,0.0,0.0,0.0,100.0,0.0,Autre intersection,Autre intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
9269,100.0,62.0,100.0,novembre,mercredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Aucun
9302,100.0,58.0,100.0,juin,samedi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,A sens unique,En courbe à droite,Sur accotement,Non renseigné,Aucun
93039,66.66666666666666,41.875,88.88888888888889,septembre,lundi,22.22222222222222,22.22222222222222,22.22222222222222,88.88888888888889,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Aucun
93055,70.73170731707317,34.609756097560975,68.29268292682927,septembre,samedi,12.195121951219512,29.268292682926827,9.75609756097561,100.0,95.1219512195122,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Avant
93059,40.0,28.4,90.0,juillet,mercredi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
93073,48.717948717948715,31.384615384615383,87.17948717948718,juin,samedi,17.94871794871795,10.256410256410255,12.82051282051282,92.3076923076923,97.43589743589743,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
94016,18.75,35.90625,65.625,juin,mercredi,6.25,28.125,12.5,96.875,93.75,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Avant
94033,14.583333333333334,35.0,77.08333333333334,septembre,mardi,18.75,25.0,18.75,100.0,95.83333333333334,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Avant
94052,26.47058823529412,38.529411764705884,70.58823529411765,septembre,mercredi,20.588235294117645,29.411764705882355,23.52941176470588,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Avant
94075,33.33333333333333,37.13333333333333,100.0,fevrier,jeudi,6.666666666666667,13.333333333333334,6.666666666666667,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
94078,40.0,33.1,76.66666666666667,aout,mardi,16.666666666666664,26.666666666666668,13.333333333333334,93.33333333333333,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Avant
95028,100.0,55.0,100.0,novembre,jeudi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route nationale,A chaussée séparées,En courbe à gauche,Sur chaussée,Domicile - travail,Côté gauche
95039,62.5,37.5,100.0,mai,dimanche,0.0,25.0,0.0,75.0,87.5,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
95051,0.0,51.625,75.0,mai,jeudi,12.5,12.5,12.5,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
95127,45.45454545454545,31.363636363636363,63.63636363636363,octobre,lundi,0.0,27.27272727272727,9.090909090909092,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
95177,100.0,22.0,100.0,juin,vendredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant gauche
95197,0.0,31.0,60.0,avril,lundi,20.0,0.0,0.0,100.0,100.0,Intersection en X,Intersection en X,Autre collision,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Avant
95256,100.0,76.0,0.0,avril,mardi,0.0,0.0,0.0,100.0,100.0,Intersection en X,Intersection en X,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant gauche
95280,50.0,25.3,70.0,juillet,samedi,0.0,20.0,10.0,80.0,90.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Côté droit
95436,100.0,18.0,100.0,novembre,dimanche,0.0,100.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
95563,27.27272727272727,29.454545454545453,81.81818181818183,avril,mercredi,0.0,9.090909090909092,9.090909090909092,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
95598,50.0,31.333333333333332,66.66666666666666,aout,mardi,16.666666666666664,16.666666666666664,25.0,91.66666666666666,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Avant
95637,80.0,40.4,80.0,septembre,mercredi,0.0,20.0,0.0,100.0,60.0,Autre intersection,Autre intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
97102,25.0,34.5,100.0,aout,vendredi,0.0,25.0,50.0,50.0,100.0,Hors intersection,Hors intersection,Trois véhicules et plus - collisions multiples,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
97104,75.0,27.25,100.0,avril,mercredi,0.0,75.0,0.0,100.0,75.0,Hors intersection,Hors intersection,Autre collision,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Avant
97105,16.666666666666664,25.0,100.0,octobre,vendredi,16.666666666666664,16.666666666666664,16.666666666666664,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
97110,100.0,46.5,100.0,octobre,samedi,0.0,0.0,0.0,50.0,50.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant
97111,75.0,25.125,87.5,decembre,samedi,0.0,50.0,12.5,25.0,62.5,Hors intersection,Hors intersection,Deux véhicules - frontale,Route nationale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
97115,100.0,22.818181818181817,100.0,mars,samedi,9.090909090909092,18.181818181818183,9.090909090909092,45.45454545454545,72.72727272727273,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
97119,100.0,32.0,100.0,octobre,samedi,0.0,28.57142857142857,0.0,28.57142857142857,71.42857142857143,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
97125,65.51724137931035,43.55172413793103,96.55172413793103,janvier,dimanche,6.896551724137931,24.137931034482758,10.344827586206897,34.48275862068966,79.3103448275862,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
97205,100.0,36.5,100.0,octobre,dimanche,0.0,50.0,0.0,100.0,50.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route nationale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
97207,72.72727272727273,34.54545454545455,100.0,fevrier,samedi,18.181818181818183,0.0,18.181818181818183,36.36363636363637,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
97210,42.857142857142854,39.0,100.0,mai,mercredi,0.0,28.57142857142857,0.0,14.285714285714285,57.14285714285714,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route nationale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
97214,100.0,18.0,100.0,mars,jeudi,0.0,33.33333333333333,0.0,66.66666666666666,66.66666666666666,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,"""En """"S""""""",Sur chaussée,Promenade - loisirs,Avant
97218,100.0,18.0,100.0,septembre,vendredi,0.0,100.0,0.0,100.0,0.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route nationale,Bidirectionnelle,En courbe à droite,Sur chaussée,Non renseigné,Avant
97223,50.0,31.5,100.0,avril,lundi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
97229,100.0,25.666666666666668,100.0,septembre,lundi,0.0,66.66666666666666,0.0,33.33333333333333,33.33333333333333,Hors intersection,Hors intersection,Deux véhicules - frontale,Voie communale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant
97231,33.33333333333333,56.333333333333336,100.0,mai,lundi,0.0,33.33333333333333,0.0,33.33333333333333,100.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
97232,60.0,31.0,80.0,octobre,samedi,20.0,40.0,20.0,60.0,20.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Voie communale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant
97308,0.0,26.25,75.0,mai,vendredi,75.0,25.0,75.0,100.0,75.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - école,Côté gauche
97310,100.0,21.5,0.0,juillet,dimanche,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Trois véhicules et plus - collisions multiples,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
97403,80.0,19.2,100.0,juillet,vendredi,20.0,20.0,0.0,60.0,60.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant
97406,85.71428571428571,20.285714285714285,100.0,decembre,samedi,14.285714285714285,0.0,14.285714285714285,71.42857142857143,57.14285714285714,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route nationale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
97409,26.785714285714285,30.053571428571427,91.07142857142857,mars,samedi,10.714285714285714,30.357142857142854,11.607142857142858,78.57142857142857,94.64285714285714,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Avant
97410,68.42105263157895,32.10526315789474,94.73684210526315,juillet,samedi,15.789473684210526,42.10526315789473,21.052631578947366,47.368421052631575,63.1578947368421,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
97424,57.14285714285714,18.142857142857142,71.42857142857143,mai,samedi,0.0,14.285714285714285,0.0,85.71428571428571,57.14285714285714,Hors intersection,Hors intersection,Deux véhicules - frontale,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
97611,15.384615384615385,20.53846153846154,100.0,novembre,mercredi,3.8461538461538463,46.15384615384615,0.0,88.46153846153845,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
97615,0.0,34.5,100.0,aout,vendredi,0.0,50.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route nationale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
97801,60.0,24.4,100.0,mars,vendredi,0.0,60.0,0.0,100.0,20.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
98722,75.0,43.0,100.0,juin,jeudi,50.0,100.0,50.0,50.0,0.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route nationale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
